Distance,d,Years Before Earthquake,Diffusivity
178.0546126769943,2.0,-40.0,Maximum
177.87611176728356,2.0,-39.91983967935872,Maximum
177.69743154964232,2.0,-39.83967935871743,Maximum
177.51857148262684,2.0,-39.75951903807615,Maximum
177.33953102206283,2.0,-39.67935871743487,Maximum
177.16030962102616,2.0,-39.59919839679359,Maximum
176.98090672982363,2.0,-39.519038076152306,Maximum
176.80132179597302,2.0,-39.43887775551102,Maximum
176.62155426418343,2.0,-39.35871743486974,Maximum
176.441603576335,2.0,-39.278557114228455,Maximum
176.2614691714591,2.0,-39.19839679358717,Maximum
176.0811504857176,2.0,-39.118236472945895,Maximum
175.90064695238215,2.0,-39.03807615230461,Maximum
175.71995800181398,2.0,-38.95791583166333,Maximum
175.5390830614423,2.0,-38.877755511022045,Maximum
175.35802155574353,2.0,-38.79759519038076,Maximum
175.17677290621975,2.0,-38.71743486973948,Maximum
174.99533653137723,2.0,-38.637274549098194,Maximum
174.81371184670454,2.0,-38.55711422845691,Maximum
174.63189826465072,2.0,-38.476953907815634,Maximum
174.44989519460307,2.0,-38.39679358717435,Maximum
174.2677020428647,2.0,-38.31663326653307,Maximum
174.085318212632,2.0,-38.236472945891784,Maximum
173.90274310397186,2.0,-38.1563126252505,Maximum
173.71997611379845,2.0,-38.07615230460922,Maximum
173.53701663585028,2.0,-37.99599198396793,Maximum
173.35386406066655,2.0,-37.91583166332666,Maximum
173.17051777556344,2.0,-37.83567134268537,Maximum
172.9869771646103,2.0,-37.75551102204409,Maximum
172.80324160860548,2.0,-37.675350701402806,Maximum
172.61931048505193,2.0,-37.59519038076152,Maximum
172.4351831681326,2.0,-37.51503006012024,Maximum
172.25085902868557,2.0,-37.434869739478955,Maximum
172.06633743417913,2.0,-37.35470941883767,Maximum
171.88161774868618,2.0,-37.274549098196395,Maximum
171.69669933285888,2.0,-37.19438877755511,Maximum
171.51158154390282,2.0,-37.11422845691383,Maximum
171.32626373555078,2.0,-37.034068136272545,Maximum
171.14074525803656,2.0,-36.95390781563126,Maximum
170.95502545806852,2.0,-36.87374749498998,Maximum
170.7691036788023,2.0,-36.7935871743487,Maximum
170.58297925981418,2.0,-36.71342685370742,Maximum
170.39665153707358,2.0,-36.633266533066134,Maximum
170.21011984291522,2.0,-36.55310621242485,Maximum
170.02338350601138,2.0,-36.47294589178357,Maximum
169.83644185134386,2.0,-36.392785571142284,Maximum
169.64929420017515,2.0,-36.312625250501,Maximum
169.46193987001996,2.0,-36.23246492985972,Maximum
169.2743781746161,2.0,-36.15230460921844,Maximum
169.08660842389506,2.0,-36.07214428857716,Maximum
168.89862992395257,2.0,-35.99198396793587,Maximum
168.71044197701863,2.0,-35.91182364729459,Maximum
168.52204388142712,2.0,-35.831663326653306,Maximum
168.3334349315855,2.0,-35.75150300601202,Maximum
168.14461441794379,2.0,-35.67134268537074,Maximum
167.95558162696375,2.0,-35.59118236472946,Maximum
167.76633584108686,2.0,-35.51102204408818,Maximum
167.57687633870322,2.0,-35.430861723446895,Maximum
167.38720239411882,2.0,-35.35070140280561,Maximum
167.19731327752365,2.0,-35.27054108216433,Maximum
167.0072082549584,2.0,-35.190380761523045,Maximum
166.816886588282,2.0,-35.11022044088176,Maximum
166.62634753513743,2.0,-35.03006012024048,Maximum
166.4355903489187,2.0,-34.9498997995992,Maximum
166.24461427873612,2.0,-34.86973947895792,Maximum
166.0534185693822,2.0,-34.789579158316634,Maximum
165.86200246129647,2.0,-34.70941883767535,Maximum
165.67036519053065,2.0,-34.62925851703407,Maximum
165.47850598871284,2.0,-34.549098196392784,Maximum
165.28642408301155,2.0,-34.4689378757515,Maximum
165.09411869609957,2.0,-34.388777555110224,Maximum
164.90158904611712,2.0,-34.30861723446894,Maximum
164.70883434663477,2.0,-34.22845691382766,Maximum
164.515853806616,2.0,-34.14829659318637,Maximum
164.32264663037938,2.0,-34.06813627254509,Maximum
164.12921201756012,2.0,-33.987975951903806,Maximum
163.9355491630716,2.0,-33.90781563126252,Maximum
163.74165725706624,2.0,-33.82765531062124,Maximum
163.54753548489575,2.0,-33.74749498997996,Maximum
163.35318302707145,2.0,-33.66733466933868,Maximum
163.15859905922392,2.0,-33.587174348697395,Maximum
162.96378275206203,2.0,-33.50701402805611,Maximum
162.76873327133174,2.0,-33.42685370741483,Maximum
162.57344977777464,2.0,-33.346693386773545,Maximum
162.37793142708554,2.0,-33.26653306613227,Maximum
162.18217736986998,2.0,-33.186372745490985,Maximum
161.98618675160125,2.0,-33.1062124248497,Maximum
161.78995871257683,2.0,-33.02605210420842,Maximum
161.5934923878743,2.0,-32.945891783567134,Maximum
161.39678690730702,2.0,-32.86573146292585,Maximum
161.199841395379,2.0,-32.78557114228457,Maximum
161.0026549712396,2.0,-32.705410821643284,Maximum
160.80522674863744,2.0,-32.62525050100201,Maximum
160.607555835874,2.0,-32.545090180360724,Maximum
160.40964133575656,2.0,-32.46492985971944,Maximum
160.2114823455508,2.0,-32.38476953907816,Maximum
160.01307795693265,2.0,-32.30460921843687,Maximum
159.81442725593982,2.0,-32.22444889779559,Maximum
159.61552932292258,2.0,-32.144288577154306,Maximum
159.41638323249416,2.0,-32.06412825651303,Maximum
159.2169880534804,2.0,-31.983967935871746,Maximum
159.01734284886913,2.0,-31.903807615230463,Maximum
158.81744667575873,2.0,-31.82364729458918,Maximum
158.61729858530606,2.0,-31.743486973947896,Maximum
158.41689762267413,2.0,-31.663326653306612,Maximum
158.21624282697871,2.0,-31.58316633266533,Maximum
158.0153332312348,2.0,-31.50300601202405,Maximum
157.81416786230204,2.0,-31.42284569138277,Maximum
157.61274574083,2.0,-31.342685370741485,Maximum
157.41106588120226,2.0,-31.2625250501002,Maximum
157.20912729148037,2.0,-31.182364729458918,Maximum
157.00692897334673,2.0,-31.102204408817634,Maximum
156.80446992204725,2.0,-31.02204408817635,Maximum
156.6017491263329,2.0,-30.94188376753507,Maximum
156.39876556840076,2.0,-30.861723446893787,Maximum
156.19551822383463,2.0,-30.781563126252507,Maximum
155.9920060615445,2.0,-30.701402805611224,Maximum
155.78822804370554,2.0,-30.62124248496994,Maximum
155.58418312569657,2.0,-30.541082164328657,Maximum
155.3798702560372,2.0,-30.460921843687373,Maximum
155.17528837632506,2.0,-30.380761523046093,Maximum
154.97043642117134,2.0,-30.30060120240481,Maximum
154.7653133181366,2.0,-30.22044088176353,Maximum
154.5599179876648,2.0,-30.140280561122246,Maximum
154.35424934301727,2.0,-30.060120240480963,Maximum
154.14830629020554,2.0,-29.97995991983968,Maximum
153.9420877279235,2.0,-29.899799599198396,Maximum
153.73559254747866,2.0,-29.819639278557112,Maximum
153.52881963272253,2.0,-29.739478957915832,Maximum
153.32176785998044,2.0,-29.659318637274552,Maximum
153.11443609798002,2.0,-29.57915831663327,Maximum
152.90682320777933,2.0,-29.498997995991985,Maximum
152.69892804269372,2.0,-29.4188376753507,Maximum
152.49074944822206,2.0,-29.338677354709418,Maximum
152.28228626197176,2.0,-29.258517034068134,Maximum
152.07353731358322,2.0,-29.178356713426854,Maximum
151.8645014246531,2.0,-29.09819639278557,Maximum
151.65517740865673,2.0,-29.01803607214429,Maximum
151.4455640708694,2.0,-28.937875751503007,Maximum
151.23566020828716,2.0,-28.857715430861724,Maximum
151.0254646095458,2.0,-28.77755511022044,Maximum
150.81497605483958,2.0,-28.697394789579157,Maximum
150.60419331583873,2.0,-28.617234468937877,Maximum
150.39311515560541,2.0,-28.537074148296593,Maximum
150.18174032850956,2.0,-28.456913827655313,Maximum
149.97006758014265,2.0,-28.37675350701403,Maximum
149.75809564723113,2.0,-28.296593186372746,Maximum
149.5458232575484,2.0,-28.216432865731463,Maximum
149.33324912982567,2.0,-28.13627254509018,Maximum
149.1203719736618,2.0,-28.056112224448896,Maximum
148.90719048943183,2.0,-27.975951903807616,Maximum
148.6937033681945,2.0,-27.895791583166336,Maximum
148.4799092915984,2.0,-27.815631262525052,Maximum
148.2658069317871,2.0,-27.73547094188377,Maximum
148.05139495130277,2.0,-27.655310621242485,Maximum
147.83667200298888,2.0,-27.5751503006012,Maximum
147.6216367298913,2.0,-27.494989979959918,Maximum
147.40628776515834,2.0,-27.414829659318638,Maximum
147.19062373193933,2.0,-27.334669338677354,Maximum
146.97464324328197,2.0,-27.254509018036075,Maximum
146.7583449020283,2.0,-27.17434869739479,Maximum
146.54172730070906,2.0,-27.094188376753507,Maximum
146.32478902143697,2.0,-27.014028056112224,Maximum
146.10752863579867,2.0,-26.93386773547094,Maximum
145.8899447047445,2.0,-26.85370741482966,Maximum
145.67203577847766,2.0,-26.773547094188377,Maximum
145.4538003963415,2.0,-26.693386773547097,Maximum
145.23523708670507,2.0,-26.613226452905813,Maximum
145.0163443668475,2.0,-26.53306613226453,Maximum
144.7971207428407,2.0,-26.452905811623246,Maximum
144.57756470943016,2.0,-26.372745490981963,Maximum
144.35767474991462,2.0,-26.292585170340683,Maximum
144.13744933602374,2.0,-26.2124248496994,Maximum
143.91688692779417,2.0,-26.13226452905812,Maximum
143.69598597344384,2.0,-26.052104208416836,Maximum
143.47474490924472,2.0,-25.971943887775552,Maximum
143.2531621593936,2.0,-25.89178356713427,Maximum
143.03123613588116,2.0,-25.811623246492985,Maximum
142.80896523835915,2.0,-25.7314629258517,Maximum
142.58634785400582,2.0,-25.65130260521042,Maximum
142.36338235738933,2.0,-25.571142284569138,Maximum
142.14006711032926,2.0,-25.490981963927858,Maximum
141.91640046175627,2.0,-25.410821643286575,Maximum
141.6923807475697,2.0,-25.33066132264529,Maximum
141.4680062904929,2.0,-25.250501002004007,Maximum
141.24327539992694,2.0,-25.170340681362724,Maximum
141.01818637180202,2.0,-25.090180360721444,Maximum
140.79273748842644,2.0,-25.01002004008016,Maximum
140.566927018334,2.0,-24.92985971943888,Maximum
140.34075321612863,2.0,-24.849699398797597,Maximum
140.11421432232703,2.0,-24.769539078156313,Maximum
139.88730856319904,2.0,-24.68937875751503,Maximum
139.66003415060567,2.0,-24.609218436873746,Maximum
139.43238928183445,2.0,-24.529058116232466,Maximum
139.20437213943282,2.0,-24.448897795591183,Maximum
138.97598089103877,2.0,-24.368737474949903,Maximum
138.74721368920908,2.0,-24.28857715430862,Maximum
138.51806867124492,2.0,-24.208416833667336,Maximum
138.2885439590149,2.0,-24.128256513026052,Maximum
138.05863765877555,2.0,-24.04809619238477,Maximum
137.82834786098886,2.0,-23.96793587174349,Maximum
137.59767264013746,2.0,-23.887775551102205,Maximum
137.36661005453655,2.0,-23.80761523046092,Maximum
137.13515814614348,2.0,-23.72745490981964,Maximum
136.90331494036386,2.0,-23.647294589178358,Maximum
136.6710784458553,2.0,-23.567134268537075,Maximum
136.43844665432766,2.0,-23.48697394789579,Maximum
136.20541754034048,2.0,-23.40681362725451,Maximum
135.97198906109733,2.0,-23.326653306613228,Maximum
135.7381591562367,2.0,-23.246492985971944,Maximum
135.50392574762,2.0,-23.16633266533066,Maximum
135.26928673911604,2.0,-23.08617234468938,Maximum
135.034240016382,2.0,-23.006012024048097,Maximum
134.79878344664147,2.0,-22.925851703406813,Maximum
134.56291487845834,2.0,-22.845691382765533,Maximum
134.3266321415076,2.0,-22.76553106212425,Maximum
134.08993304634234,2.0,-22.685370741482966,Maximum
133.8528153841571,2.0,-22.605210420841683,Maximum
133.61527692654732,2.0,-22.525050100200403,Maximum
133.37731542526487,2.0,-22.44488977955912,Maximum
133.13892861197013,2.0,-22.364729458917836,Maximum
132.90011419797935,2.0,-22.284569138276552,Maximum
132.66086987400854,2.0,-22.204408817635272,Maximum
132.42119330991284,2.0,-22.12424849699399,Maximum
132.18108215442172,2.0,-22.044088176352705,Maximum
131.9405340348699,2.0,-21.963927855711425,Maximum
131.6995465569238,2.0,-21.88376753507014,Maximum
131.45811730430347,2.0,-21.803607214428858,Maximum
131.2162438385,2.0,-21.723446893787575,Maximum
130.97392369848805,2.0,-21.643286573146295,Maximum
130.73115440043372,2.0,-21.56312625250501,Maximum
130.48793343739766,2.0,-21.482965931863728,Maximum
130.24425827903278,2.0,-21.402805611222444,Maximum
130.00012637127733,2.0,-21.322645290581164,Maximum
129.75553513604248,2.0,-21.24248496993988,Maximum
129.51048197089466,2.0,-21.162324649298597,Maximum
129.26496424873255,2.0,-21.082164328657317,Maximum
129.01897931745847,2.0,-21.002004008016034,Maximum
128.77252449964416,2.0,-20.92184368737475,Maximum
128.52559709219068,2.0,-20.841683366733466,Maximum
128.2781943659826,2.0,-20.761523046092186,Maximum
128.03031356553606,2.0,-20.681362725450903,Maximum
127.78195190864069,2.0,-20.60120240480962,Maximum
127.5331065859953,2.0,-20.521042084168336,Maximum
127.28377476083712,2.0,-20.440881763527056,Maximum
127.03395356856448,2.0,-20.360721442885772,Maximum
126.7836401163528,2.0,-20.28056112224449,Maximum
126.53283148276397,2.0,-20.20040080160321,Maximum
126.28152471734819,2.0,-20.120240480961925,Maximum
126.0297168402393,2.0,-20.04008016032064,Maximum
125.77740484174244,2.0,-19.95991983967936,Maximum
125.52458568191432,2.0,-19.87975951903808,Maximum
125.27125629013595,2.0,-19.799599198396795,Maximum
125.01741356467748,2.0,-19.71943887775551,Maximum
124.76305437225507,2.0,-19.639278557114228,Maximum
124.50817554757984,2.0,-19.559118236472948,Maximum
124.25277389289799,2.0,-19.478957915831664,Maximum
123.99684617752303,2.0,-19.39879759519038,Maximum
123.7403891373588,2.0,-19.3186372745491,Maximum
123.48339947441382,2.0,-19.238476953907817,Maximum
123.22587385630638,2.0,-19.158316633266534,Maximum
122.9678089157606,2.0,-19.07815631262525,Maximum
122.70920125009246,2.0,-18.99799599198397,Maximum
122.45004742068647,2.0,-18.917835671342687,Maximum
122.1903439524623,2.0,-18.837675350701403,Maximum
121.93008733333099,2.0,-18.75751503006012,Maximum
121.66927401364075,2.0,-18.67735470941884,Maximum
121.40790040561228,2.0,-18.597194388777556,Maximum
121.14596288276282,2.0,-18.517034068136272,Maximum
120.88345777931912,2.0,-18.436873747494992,Maximum
120.62038138961881,2.0,-18.35671342685371,Maximum
120.35672996750027,2.0,-18.276553106212425,Maximum
120.09249972568001,2.0,-18.196392785571142,Maximum
119.82768683511807,2.0,-18.116232464929862,Maximum
119.56228742437061,2.0,-18.03607214428858,Maximum
119.29629757892943,2.0,-17.955911823647295,Maximum
119.02971334054855,2.0,-17.87575150300601,Maximum
118.76253070655676,2.0,-17.79559118236473,Maximum
118.49474562915654,2.0,-17.715430861723448,Maximum
118.22635401470855,2.0,-17.635270541082164,Maximum
117.95735172300142,2.0,-17.555110220440884,Maximum
117.68773456650672,2.0,-17.4749498997996,Maximum
117.41749830961831,2.0,-17.394789579158317,Maximum
117.14663866787598,2.0,-17.314629258517034,Maximum
116.87515130717297,2.0,-17.234468937875754,Maximum
116.60303184294673,2.0,-17.15430861723447,Maximum
116.33027583935286,2.0,-17.074148296593187,Maximum
116.05687880842136,2.0,-16.993987975951903,Maximum
115.78283620919501,2.0,-16.913827655310623,Maximum
115.50814344684946,2.0,-16.83366733466934,Maximum
115.23279587179438,2.0,-16.753507014028056,Maximum
114.95678877875507,2.0,-16.673346693386776,Maximum
114.6801174058345,2.0,-16.593186372745492,Maximum
114.40277693355463,2.0,-16.51302605210421,Maximum
114.12476248387696,2.0,-16.432865731462925,Maximum
113.84606911920153,2.0,-16.352705410821645,Maximum
113.56669184134357,2.0,-16.272545090180362,Maximum
113.2866255904878,2.0,-16.19238476953908,Maximum
113.00586524411925,2.0,-16.112224448897795,Maximum
112.72440561593004,2.0,-16.032064128256515,Maximum
112.4422414547015,2.0,-15.951903807615231,Maximum
112.1593674431613,2.0,-15.871743486973948,Maximum
111.87577819681412,2.0,-15.791583166332668,Maximum
111.59146826274589,2.0,-15.711422845691384,Maximum
111.30643211840051,2.0,-15.6312625250501,Maximum
111.0206641703281,2.0,-15.551102204408817,Maximum
110.73415875290449,2.0,-15.470941883767537,Maximum
110.44691012702043,2.0,-15.390781563126254,Maximum
110.15891247874048,2.0,-15.31062124248497,Maximum
109.87015991792985,2.0,-15.230460921843687,Maximum
109.580646476849,2.0,-15.150300601202407,Maximum
109.29036610871442,2.0,-15.070140280561123,Maximum
108.99931268622527,2.0,-14.98997995991984,Maximum
108.70748000005422,2.0,-14.90981963927856,Maximum
108.41486175730181,2.0,-14.829659318637276,Maximum
108.12145157991333,2.0,-14.749498997995993,Maximum
107.8272430030566,2.0,-14.669338677354709,Maximum
107.53222947346016,2.0,-14.589178356713429,Maximum
107.23640434771006,2.0,-14.509018036072145,Maximum
106.93976089050436,2.0,-14.428857715430862,Maximum
106.64229227286388,2.0,-14.348697394789582,Maximum
106.34399157029793,2.0,-14.268537074148298,Maximum
106.04485176092366,2.0,-14.188376753507015,Maximum
105.74486572353739,2.0,-14.108216432865731,Maximum
105.44402623563664,2.0,-14.028056112224451,Maximum
105.1423259713913,2.0,-13.947895791583168,Maximum
104.83975749956207,2.0,-13.867735470941884,Maximum
104.53631328136485,2.0,-13.7875751503006,Maximum
104.23198566827907,2.0,-13.70741482965932,Maximum
103.92676689979828,2.0,-13.627254509018037,Maximum
103.62064910112119,2.0,-13.547094188376754,Maximum
103.31362428078091,2.0,-13.466933867735474,Maximum
103.00568432821093,2.0,-13.38677354709419,Maximum
102.69682101124512,2.0,-13.306613226452907,Maximum
102.38702597354994,2.0,-13.226452905811623,Maximum
102.07629073198667,2.0,-13.146292585170343,Maximum
101.76460667390086,2.0,-13.06613226452906,Maximum
101.45196505433702,2.0,-12.985971943887776,Maximum
101.13835699317593,2.0,-12.905811623246493,Maximum
100.82377347219145,2.0,-12.825651302605213,Maximum
100.50820533202476,2.0,-12.745490981963929,Maximum
100.19164326907274,2.0,-12.665330661322646,Maximum
99.87407783228743,2.0,-12.585170340681366,Maximum
99.55549941988379,2.0,-12.505010020040082,Maximum
99.23589827595232,2.0,-12.424849699398798,Maximum
98.91526448697304,2.0,-12.344689378757515,Maximum
98.59358797822762,2.0,-12.264529058116235,Maximum
98.27085851010557,2.0,-12.184368737474951,Maximum
97.94706567430114,2.0,-12.104208416833668,Maximum
97.62219888989664,2.0,-12.024048096192384,Maximum
97.29624739932788,2.0,-11.943887775551104,Maximum
96.96920026422767,2.0,-11.86372745490982,Maximum
96.64104636114288,2.0,-11.783567134268537,Maximum
96.31177437711987,2.0,-11.703406813627257,Maximum
95.98137280515382,2.0,-11.623246492985974,Maximum
95.64982993949648,2.0,-11.54308617234469,Maximum
95.31713387081712,2.0,-11.462925851703407,Maximum
94.98327248121086,2.0,-11.382765531062127,Maximum
94.64823343904854,2.0,-11.302605210420843,Maximum
94.3120041936619,2.0,-11.22244488977956,Maximum
93.97457196985778,2.0,-11.142284569138276,Maximum
93.63592376225407,2.0,-11.062124248496996,Maximum
93.29604632943098,2.0,-10.981963927855713,Maximum
92.95492618788963,2.0,-10.901803607214429,Maximum
92.61254960581037,2.0,-10.82164328657315,Maximum
92.26890259660273,2.0,-10.741482965931866,Maximum
91.92397091223832,2.0,-10.661322645290582,Maximum
91.57774003635771,2.0,-10.581162324649299,Maximum
91.23019517714182,2.0,-10.501002004008019,Maximum
90.88132125993805,2.0,-10.420841683366735,Maximum
90.53110291963056,2.0,-10.340681362725451,Maximum
90.17952449274402,2.0,-10.260521042084168,Maximum
89.82657000926895,2.0,-10.180360721442888,Maximum
89.47222318419706,2.0,-10.100200400801604,Maximum
89.11646740875362,2.0,-10.02004008016032,Maximum
88.75928574131343,2.0,-9.939879759519041,Maximum
88.40066089798651,2.0,-9.859719438877757,Maximum
88.0405752428588,2.0,-9.779559118236474,Maximum
87.67901077787177,2.0,-9.69939879759519,Maximum
87.31594913232537,2.0,-9.61923847695391,Maximum
86.95137155198593,2.0,-9.539078156312627,Maximum
86.58525888778172,2.0,-9.458917835671343,Maximum
86.2175915840663,2.0,-9.37875751503006,Maximum
85.84834966642946,2.0,-9.29859719438878,Maximum
85.47751272903426,2.0,-9.218436873747496,Maximum
85.10505992145761,2.0,-9.138276553106213,Maximum
84.73096993501,2.0,-9.058116232464933,Maximum
84.35522098850932,2.0,-8.97795591182365,Maximum
83.97779081348187,2.0,-8.897795591182366,Maximum
83.59865663876182,2.0,-8.817635270541082,Maximum
83.21779517445935,2.0,-8.737474949899802,Maximum
82.83518259526534,2.0,-8.657314629258519,Maximum
82.45079452305856,2.0,-8.577154308617235,Maximum
82.06460600878006,2.0,-8.496993987975952,Maximum
81.67659151353574,2.0,-8.416833667334672,Maximum
81.28672488888733,2.0,-8.336673346693388,Maximum
80.89497935628842,2.0,-8.256513026052104,Maximum
80.50132748561981,2.0,-8.176352705410824,Maximum
80.10574117277541,2.0,-8.096192384769541,Maximum
79.70819161624708,2.0,-8.016032064128257,Maximum
79.30864929265306,2.0,-7.935871743486977,Maximum
78.90708393115104,2.0,-7.855711422845694,Maximum
78.50346448667338,2.0,-7.77555110220441,Maximum
78.09775911191731,2.0,-7.695390781563127,Maximum
77.6899351280186,2.0,-7.615230460921843,Maximum
77.2799589938324,2.0,-7.53507014028056,Maximum
76.86779627373936,2.0,-7.454909819639283,Maximum
76.45341160388968,2.0,-7.374749498998,Maximum
76.03676865679162,2.0,-7.294589178356716,Maximum
75.6178301041436,2.0,-7.214428857715433,Maximum
75.19655757780272,2.0,-7.134268537074149,Maximum
74.7729116287742,2.0,-7.054108216432866,Maximum
74.34685168409723,2.0,-6.973947895791582,Maximum
73.91833600149442,2.0,-6.893787575150299,Maximum
73.48732162164102,2.0,-6.813627254509022,Maximum
73.05376431789935,2.0,-6.733466933867739,Maximum
72.61761854335253,2.0,-6.653306613226455,Maximum
72.17883737495733,2.0,-6.573146292585172,Maximum
71.73737245462236,2.0,-6.492985971943888,Maximum
71.29317392700291,2.0,-6.4128256513026045,Maximum
70.84619037378482,2.0,-6.332665330661321,Maximum
70.39636874421325,2.0,-6.2525050100200446,Maximum
69.94365428159955,2.0,-6.172344689378761,Maximum
69.48799044551939,2.0,-6.0921843687374775,Maximum
69.02931882938778,2.0,-6.012024048096194,Maximum
68.56757907307174,2.0,-5.93186372745491,Maximum
68.10270877017022,2.0,-5.851703406813627,Maximum
67.634643369558,2.0,-5.771543086172343,Maximum
67.16331607075382,2.0,-5.691382765531067,Maximum
66.68865771263248,2.0,-5.611222444889783,Maximum
66.21059665495645,2.0,-5.5310621242485,Maximum
65.72905865215175,2.0,-5.450901803607216,Maximum
65.24396671869883,2.0,-5.370741482965933,Maximum
64.75524098544733,2.0,-5.290581162324649,Maximum
64.26279854609534,2.0,-5.210420841683366,Maximum
63.766553292997635,2.0,-5.130260521042082,Maximum
63.266415741382005,2.0,-5.050100200400806,Maximum
62.76229284095718,2.0,-4.969939879759522,Maximum
62.25408777378992,2.0,-4.889779559118239,Maximum
61.741699737206915,2.0,-4.809619238476955,Maximum
61.22502371034324,2.0,-4.729458917835672,Maximum
60.70395020280614,2.0,-4.649298597194388,Maximum
60.17836498375012,2.0,-4.569138276553105,Maximum
59.64814878946474,2.0,-4.488977955911828,Maximum
59.11317700735429,2.0,-4.408817635270545,Maximum
58.57331933393801,2.0,-4.328657314629261,Maximum
58.02843940421069,2.0,-4.2484969939879775,Maximum
57.478394389377534,2.0,-4.168336673346694,Maximum
56.923034559600765,2.0,-4.0881763527054105,Maximum
56.362202807965,2.0,-4.008016032064127,Maximum
55.795734131372974,2.0,-3.9278557114228505,Maximum
55.223455063510244,2.0,-3.847695390781567,Maximum
54.64518305435723,2.0,-3.7675350701402834,Maximum
54.06072578995667,2.0,-3.687374749499,Maximum
53.46988044525219,2.0,-3.6072144288577164,Maximum
52.872432861768694,2.0,-3.527054108216433,Maximum
52.26815664068242,2.0,-3.4468937875751493,Maximum
51.656812140390436,2.0,-3.3667334669338658,Maximum
51.03814536599336,2.0,-3.2865731462925893,Maximum
50.411886736095745,2.0,-3.206412825651306,Maximum
49.77774970994191,2.0,-3.1262525050100223,Maximum
49.135429255052784,2.0,-3.0460921843687387,Maximum
48.48460013211383,2.0,-2.965931863727455,Maximum
47.82491496974823,2.0,-2.8857715430861717,Maximum
47.15600209683094,2.0,-2.805611222444888,Maximum
46.47746309394485,2.0,-2.7254509018036117,Maximum
45.78887001817888,2.0,-2.645290581162328,Maximum
45.08976224637204,2.0,-2.5651302605210446,Maximum
44.37964287065673,2.0,-2.484969939879761,Maximum
43.657974566162686,2.0,-2.4048096192384776,Maximum
42.92417483321472,2.0,-2.324649298597194,Maximum
42.177610494254644,2.0,-2.2444889779559105,Maximum
41.41759129763271,2.0,-2.164328657314634,Maximum
40.6433624444437,2.0,-2.0841683366733506,Maximum
39.85409580812356,2.0,-2.004008016032067,Maximum
39.04887955595868,2.0,-1.9238476953907835,Maximum
38.22670580194484,2.0,-1.8436873747495,Maximum
37.3864558143871,2.0,-1.7635270541082164,Maximum
36.526882158949654,2.0,-1.6833667334669329,Maximum
35.646586963501434,2.0,-1.6032064128256494,Maximum
34.743995222759736,2.0,-1.523046092184373,Maximum
33.817321684779046,2.0,-1.4428857715430894,Maximum
32.864529326075896,2.0,-1.3627254509018059,Maximum
31.883276646498846,2.0,-1.2825651302605223,Maximum
30.870849868603457,2.0,-1.2024048096192388,Maximum
29.824074394732346,2.0,-1.1222444889779553,Maximum
28.739197194688742,2.0,-1.0420841683366717,Maximum
27.61172753175517,2.0,-0.9619238476953953,Maximum
26.4362164308844,2.0,-0.8817635270541118,Maximum
25.2059433680479,2.0,-0.8016032064128282,Maximum
23.912457484874146,2.0,-0.7214428857715447,Maximum
22.54488112318602,2.0,-0.6412825651302612,Maximum
21.088805247127322,2.0,-0.5611222444889776,Maximum
19.524439777979303,2.0,-0.4809619238476941,Maximum
17.82329348175083,2.0,-0.40080160320641767,Maximum
15.941638323249508,2.0,-0.32064128256513413,Maximum
13.805863765877639,2.0,-0.2404809619238506,Maximum
11.272440561593072,2.0,-0.16032064128256707,Maximum
7.970819161624754,2.0,-0.08016032064128353,Maximum
-0.0,2.0,0.0,Maximum
